TSP_Instance,Num_Cities,City_1_X,City_1_Y,City_2_X,City_2_Y,City_3_X,City_3_Y,City_4_X,City_4_Y,City_5_X,City_5_Y,City_6_X,City_6_Y,City_7_X,City_7_Y,City_8_X,City_8_Y,City_9_X,City_9_Y,City_10_X,City_10_Y
a280_small,10,73.48116313602632,10.339411485883865,32.860837455540384,49.19521263712596,74.125176061478,22.54365523763837,0.036339777596972,22.305305181066657,52.97577053266582,19.68798492177141,29.977713710520348,63.149420738342144,29.883152785241407,18.181049202429723,45.030567190127805,49.54320399273946,77.0507655325951,66.8030920594413,84.53493527982458,48.8863791057946
att48_small,10,16.564761769407532,23.711154384376663,35.35335495063322,66.30660543734678,56.74225180805706,37.76642399805531,46.09121502519366,73.4300718412919,79.82483519692458,9.308986695789413,83.39383455391992,35.30940518141937,94.4402719843298,54.72046745935072,30.200636081799605,0.3320543748944748,70.59214688776015,63.66698467983806,77.07080980570574,32.860596438593305
att532_small,10,50.55789987956209,36.82022345580806,4.461328631442041,88.33653127853964,48.41439448279772,67.34207841575211,27.314189237482758,39.47871781950225,35.17177035918541,90.65946285745903,55.85258923168037,44.0325076716116,56.205511080743065,66.81376582205533,5.861501366781107,49.44431365977635,41.04815197875822,0.9970908047493454,63.80282012222232,92.50855007575215
bays29_small,10,40.69624390421039,20.967084157722592,0.1152641666763654,44.528743221892,82.11484995813244,81.13089600787839,76.79397145385379,0.6167395528839714,11.302578384620976,68.1808918711493,35.12993583510667,57.75887914294751,85.51160365486696,88.8549301726005,85.27762345245911,27.68405970515292,33.112262022178804,47.90091151032832,36.47136988114576,33.49509219592709
berlin52_small,10,78.02254450663149,60.8087853760931,28.574624066360744,78.12985136645545,22.71486792150249,32.195157869951075,33.07614846436776,32.27681975313732,46.01679208974356,8.091582402029484,63.79424015098157,18.487134271262484,11.785875828181103,63.09432378213447,58.90177954167568,99.45877825165732,30.0646986121627,43.86944937762812,78.03794576131813,84.37661510956495
brd14051_small,10,42.74870688561363,48.57427757497098,10.715993058580198,88.52772281012756,80.5928820542516,14.606502666068232,70.38372476653264,10.37021776448026,27.653546532737284,42.56845845894252,29.927778137326268,89.83256534798308,88.99401433343802,19.98247892004532,13.519748705957502,3.203641437136717,91.20836247991087,88.30974736491814,19.093378756912205,99.11800899643184
burma14_small,10,5.745274742800355,13.57634802258627,28.090146804444004,26.065895199736957,90.900158545598,85.13872976856113,39.773533973312006,11.774931422771406,78.41711828572734,40.59232780157191,17.66632483874523,46.92794452927424,55.17564680177632,63.48981563469376,51.977878398531175,60.12002106246346,17.768272514956827,25.973566991654707,3.822435444850336,13.878693715441814
ch150_small,10,79.43151348533918,58.67770797889968,3.2494343305259465,52.71673201795464,19.05297018008133,28.696861115377903,58.77369535498348,97.87974020439626,4.45448124587271,92.90564990670948,58.08778123511973,98.98652036626332,80.37235793708997,5.825547541172515,68.51416552133233,62.77941190270687,9.98252769240312,15.449406308079984,15.961953034785717,41.61952529327776
d15112_small,10,98.76552249150323,64.29792945185156,1.3067704282867298,60.55764096780171,71.75746406865827,75.31116734176138,60.21149497770282,47.17358006467496,22.37110925433563,85.74303005880115,73.01379531586032,6.50525240584815,87.03913533135736,74.91123701062995,46.73647022806574,47.2734309746776,87.86660862229833,41.339333548907895,61.51202008666746,97.12232609697632
d198_small,10,71.09894500954469,84.84633899488182,71.82012796070943,71.42323609709388,5.891462563057104,50.33424335050003,17.195888735317077,57.7727041382195,47.29808129298259,6.004530497490046,30.25516469830847,84.30643495116466,82.4084179958305,35.11907111988536,53.60015938095973,63.97468137876554,3.7906071004266018,83.81561162123447,29.294250895185435,48.778558993051846
d657_small,10,84.83064899142344,47.67224789376884,74.91100034332128,71.13515444737027,36.37021332101148,48.90018570694602,39.05634951626128,31.487621720729475,28.48219815360785,92.81248583072764,39.03965354483261,86.01809027293304,24.88069469644033,33.12619898209541,61.25646407121682,73.56955000062524,99.0454559542209,17.98211113229118,84.99015934629257,16.073354476031852
ei1101_small,10,32.69137243357412,37.57262641245126,45.09107230209768,95.0847941580675,53.17331563557944,30.54017262854444,52.80764797382727,28.01598204960396,1.1568521192541814,47.838583204458494,50.532005646968926,5.667882336232499,68.16953614881899,1.4892898261483545,28.237645038822123,62.502080588807175,70.44762451407875,25.077401015102478,28.31591219471545,79.93687656615295
ei1176_small,10,75.14003949402482,53.361316461800456,6.781392619230664,38.08805243251062,65.96191357121866,92.18541272674086,32.1169007894528,22.250870147446065,84.64279012565754,16.034407342431678,73.2634114372747,5.921895109627395,72.61663650075496,68.52364829264353,47.9737595176376,88.34966539420195,48.59932231798346,93.9037883316071,6.736165609719591,3.8873324301673775
f13795_small,10,63.539979189405,96.7919850170716,93.017705082452,39.70600289960894,82.9916390263375,15.604428958677351,61.64777251256833,68.38426921329875,14.289188901663463,67.38687495950175,59.78624583218692,32.341641965559674,58.63422687281725,37.85097463713102,83.3387821968388,24.579941958257724,73.65089660638337,88.99150868565013,66.57255306757096,11.56986545675921
bayg29_small,10,54.12953456916257,93.2423497051798,57.62110839856045,99.12294851066082,58.65314615412163,21.454658171579933,18.3252378383412,13.590916843495204,90.37421084360555,27.36656743643604,53.94272447059558,48.4977379652759,52.59875843338783,61.41212177005977,45.56385101816753,50.4323350788551,37.381320462154335,58.012125668184986,17.247830826808354,99.69817716793376
